2018-2019 Award Year Direct Loan Volume by School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Cumulative Activity through Quarter ending (6/30/2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source: Common Origination and Disbursement (COD) System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data as of Oct 1, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,DL SUBSIDIZED,,,,,DL UNSUBSIDIZED - UNDERGRADUATE,,,,,DL UNSUBSIDIZED - GRADUATE,,,,,DL PARENT PLUS,,,,,DL GRAD PLUS,,,,
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,381,444,"$1,684,430.00",821,"$1,684,430.00",424,486,"$1,818,810.00",891,"$1,818,810.00",12,12,"$135,706.00",26,"$135,706.00",154,184,"$2,625,413.00",322,"$2,625,413.00",-,-, -,-, -
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,"8,842","9,391","$36,814,001.00","16,425","$36,121,642.00","6,692","7,276","$27,306,057.00","12,799","$26,736,343.00","1,656","2,051","$24,391,174.00","3,530","$23,544,129.00",470,484,"$6,386,644.00",912,"$6,337,656.00",73,101,"$1,291,855.00",163,"$1,291,855.00"
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,"4,470","4,811","$19,533,091.00","8,288","$19,468,953.00","3,393","3,825","$15,012,351.00","6,611","$14,960,590.00",739,942,"$11,252,857.00","1,671","$11,252,857.00",249,269,"$2,995,712.00",504,"$2,995,712.00",24,30,"$254,020.00",45,"$254,020.00"
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,"9,551","9,770","$40,379,163.00","17,178","$40,379,163.00","6,829","7,047","$27,592,975.00","12,470","$27,592,925.00","1,918","2,037","$28,279,930.00","3,739","$28,269,680.00",257,269,"$3,275,379.00",498,"$3,275,379.00",103,138,"$1,340,337.00",207,"$1,340,337.00"
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,"6,402","6,632","$28,093,448.00","12,046","$27,184,163.00","3,880","4,041","$19,071,124.00","7,267","$18,341,980.00","1,484","1,620","$22,709,063.00","2,901","$21,949,971.00",53,54,"$556,932.00",101,"$547,094.00",90,114,"$1,027,229.00",171,"$1,023,587.00"
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,"4,105","4,253","$17,700,116.00","7,645","$17,197,989.00","2,722","2,846","$13,476,110.00","5,041","$13,079,092.00",962,"1,073","$14,595,650.00","2,020","$14,155,714.00",120,126,"$1,106,194.00",235,"$1,091,989.00",52,67,"$618,611.00",102,"$618,611.00"
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072397,Public,"5,271","5,746","$21,464,537.00","14,271","$21,453,352.00","3,481","3,820","$14,649,945.00","9,516","$14,640,057.00","1,256","1,442","$18,734,594.00","3,522","$18,720,926.00",362,404,"$3,564,179.00","1,049","$3,564,179.00",105,124,"$980,355.00",186,"$980,355.00"
00114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,"4,616","4,719","$19,496,453.00","13,034","$19,496,453.00","4,866","5,063","$18,798,781.00","14,081","$18,798,781.00",280,293,"$4,248,233.00",757,"$4,248,233.00","2,523","2,589","$40,606,139.00","7,265","$40,606,139.00",32,32,"$488,009.00",96,"$488,009.00"
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,"7,020","7,293","$30,381,336.00","13,232","$30,381,336.00","5,601","5,821","$23,591,689.00","10,657","$23,591,689.00",513,537,"$8,154,097.00",970,"$8,154,097.00",455,498,"$6,014,648.00",920,"$6,014,648.00",29,39,"$323,039.00",61,"$323,039.00"
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,"6,853","7,859","$29,345,869.00","13,679","$29,345,869.00","5,342","6,096","$16,653,515.00","10,607","$16,650,765.00",398,533,"$4,773,431.00",918,"$4,773,431.00",404,425,"$5,144,197.00",794,"$5,144,197.00",10,12,"$43,697.00",21,"$43,697.00"
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,"6,088","6,363","$25,076,152.00","11,333","$25,070,652.00","4,108","4,321","$17,358,988.00","7,723","$17,305,164.00","1,071","1,211","$14,701,007.00","2,079","$14,471,143.00",108,112,"$1,154,981.00",212,"$1,152,481.00",42,54,"$443,324.00",89,"$443,324.00"
00114900,HUMBOLDT STATE UNIVERSITY,CA,955218299,Public,"3,516","3,661","$14,795,350.00","6,644","$14,689,753.00","2,823","2,924","$10,534,541.00","5,264","$10,454,102.00",298,336,"$4,419,497.00",624,"$4,362,155.00",225,235,"$2,941,111.00",436,"$2,936,512.00",10,12,"$83,927.00",22,"$83,927.00"
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,"9,216","9,569","$39,380,099.00","16,615","$39,377,349.00","6,515","7,133","$28,164,858.00","12,361","$28,161,455.00","1,135","1,290","$16,826,493.00","2,211","$16,826,493.00","1,225","1,264","$13,717,829.00","2,366","$13,717,829.00",73,88,"$871,242.00",128,"$871,242.00"
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,"6,808","7,795","$28,239,969.00","14,229","$28,239,969.00","6,522","7,528","$27,686,408.00","13,904","$27,686,408.00","1,644","2,306","$24,194,225.00","4,027","$24,194,225.00","2,103","2,286","$38,149,433.00","4,426","$38,149,433.00",327,457,"$3,955,059.00",858,"$3,955,059.00"
00115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,"9,077","9,577","$38,340,558.00","17,265","$38,340,558.00","6,681","6,995","$27,782,059.00","12,709","$27,782,059.00","2,204","2,553","$34,920,845.00","4,472","$34,915,220.00",211,222,"$2,235,420.00",433,"$2,235,420.00",241,296,"$2,759,980.00",439,"$2,759,980.00"
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,"7,970","8,332","$34,361,497.00","14,938","$33,044,961.00","6,492","6,909","$26,871,500.00","12,559","$25,739,161.00","1,123","1,234","$18,088,077.00","2,226","$17,425,817.00","2,057","2,135","$28,137,030.00","4,055","$27,711,810.00",420,480,"$3,842,870.00",800,"$3,760,232.00"
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,"6,930","7,347","$28,572,536.00","13,146","$28,258,276.00","5,180","5,578","$20,330,525.00","10,080","$20,047,859.00","2,037","2,343","$29,631,711.00","3,927","$29,074,874.00","1,336","1,416","$17,624,885.00","2,647","$17,546,368.00",570,661,"$4,438,053.00","1,151","$4,373,331.00"
00115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,"2,790","2,913","$11,471,468.00","5,166","$11,471,468.00","2,470","2,611","$9,092,274.00","4,732","$9,092,274.00",236,275,"$3,930,318.00",472,"$3,930,318.00",895,917,"$12,976,445.00","1,723","$12,974,445.00",11,13,"$239,269.00",21,"$239,269.00"
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,"3,098","3,268","$12,260,732.00","5,567","$12,260,732.00","2,185","2,360","$9,175,389.00","4,064","$9,175,389.00",438,465,"$6,218,481.00",838,"$6,218,481.00",209,214,"$2,000,858.00",403,"$2,000,858.00",12,14,"$189,475.00",25,"$189,475.00"
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,565,570,"$1,920,250.00","1,054","$1,916,250.00",586,592,"$2,839,507.00","1,093","$2,833,507.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116200,CHABOT COLLEGE,CA,945452400,Public,138,143,"$497,477.00",269,"$495,227.00",108,112,"$472,470.00",209,"$469,720.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,"2,455","2,475","$10,542,325.00","4,684","$10,542,325.00","2,311","2,456","$6,919,941.00","4,661","$6,918,191.00","1,471","1,480","$31,261,288.00","3,153","$31,229,393.00","1,322","1,345","$30,517,448.00","2,699","$30,516,370.00","1,150","1,223","$41,772,363.00","3,043","$41,728,354.00"
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,27,28,"$379,050.00",48,"$379,050.00",-,-, -,-, -,1,1,"$5,020.00",1,"$5,020.00"
00116600,CITRUS COLLEGE,CA,917411899,Public,186,187,"$617,924.00",353,"$590,674.00",163,168,"$662,421.00",314,"$620,921.00",-,-, -,-, -,11,11,"$85,828.00",21,"$85,828.00",-,-, -,-, -
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,799,847,"$14,420,666.00","1,481","$14,420,666.00",-,-, -,-, -,534,926,"$14,165,170.00","1,465","$14,165,170.00"
00117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,222,228,"$896,598.00",443,"$896,598.00",96,99,"$345,451.00",194,"$345,451.00",-,-, -,-, -,61,61,"$1,954,990.00",119,"$1,954,990.00",-,-, -,-, -
00117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,255,255,"$1,047,524.00",499,"$1,047,524.00",281,281,"$1,057,646.00",545,"$1,057,646.00",-,-, -,-, -,68,72,"$1,660,213.00",138,"$1,660,213.00",-,-, -,-, -
00117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,302,340,"$1,304,286.00",594,"$1,304,286.00",105,114,"$291,134.00",205,"$291,134.00",-,-, -,-, -,51,56,"$1,758,029.00",95,"$1,758,029.00",-,-, -,-, -
00117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,117,128,"$357,308.00",222,"$357,308.00",147,157,"$666,908.00",290,"$666,908.00",-,-, -,-, -,46,49,"$1,150,399.00",88,"$1,150,399.00",-,-, -,-, -
00117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,207,222,"$865,574.00",412,"$865,574.00",97,106,"$356,828.00",189,"$356,828.00",-,-, -,-, -,42,46,"$1,151,935.00",86,"$1,151,935.00",-,-, -,-, -
00117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,Public,102,102,"$302,605.00",386,"$302,605.00",91,91,"$302,027.00",355,"$302,027.00",-,-, -,-, -,19,19,"$143,551.00",68,"$143,551.00",-,-, -,-, -
00117700,COGSWELL POLYTECHNICAL COLLEGE,CA,951341697,Proprietary,415,532,"$1,986,252.00",976,"$1,961,618.00",425,584,"$1,908,626.00","1,075","$1,889,932.00",3,4,"$33,240.00",5,"$33,240.00",194,266,"$3,633,278.00",531,"$3,580,910.00",-,-, -,-, -
00117800,COLLEGE OF MARIN,CA,949042590,Public,34,35,"$127,975.00",67,"$127,975.00",40,41,"$256,400.00",80,"$256,400.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,599,664,"$2,479,895.00","1,122","$2,467,895.00",610,696,"$2,425,532.00","1,166","$2,408,282.00",254,362,"$5,358,098.00",539,"$5,358,098.00",141,149,"$2,854,160.00",281,"$2,854,160.00",15,24,"$224,432.00",32,"$224,432.00"
00118100,COLLEGE OF SAN MATEO,CA,944023784,Public,55,58,"$188,913.00",109,"$188,913.00",44,49,"$194,062.00",93,"$194,062.00",-,-, -,-, -,5,5,"$46,489.00",10,"$46,489.00",-,-, -,-, -
00118300,HOLY NAMES UNIVERSITY,CA,946191699,Private-Nonprofit,439,482,"$1,813,628.00",838,"$1,796,128.00",443,506,"$1,656,053.00",909,"$1,628,553.00",205,260,"$4,037,234.00",397,"$3,769,404.00",123,133,"$1,598,399.00",245,"$1,587,399.00",37,51,"$505,938.00",71,"$480,356.00"
00118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,283,283,"$967,454.00",556,"$965,204.00",218,218,"$738,564.00",436,"$737,564.00",-,-, -,-, -,17,17,"$138,481.00",32,"$138,481.00",-,-, -,-, -
00118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,158,173,"$534,456.00",334,"$534,456.00",52,56,"$207,720.00",108,"$207,720.00",-,-, -,-, -,1,1,"$6,425.00",2,"$6,425.00",-,-, -,-, -
00118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,191,194,"$620,779.00",359,"$617,779.00",176,190,"$646,780.00",343,"$630,467.00",-,-, -,-, -,30,33,"$261,300.00",66,"$261,300.00",-,-, -,-, -
00119000,CONTRA COSTA COLLEGE,CA,948063195,Public,144,144,"$397,790.00",269,"$397,790.00",121,121,"$438,783.00",232,"$438,783.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,164,164,"$564,150.00",266,"$560,150.00",145,145,"$451,951.00",247,"$447,951.00",-,-, -,-, -,5,5,"$46,164.00",8,"$44,777.00",-,-, -,-, -
00119200,CUESTA COLLEGE,CA,934038106,Public,414,460,"$1,259,991.00",850,"$1,259,991.00",440,528,"$1,886,893.00",972,"$1,886,893.00",-,-, -,-, -,18,19,"$256,479.00",36,"$256,479.00",-,-, -,-, -
00119300,CYPRESS COLLEGE,CA,906305897,Public,259,269,"$830,558.00",509,"$830,558.00",233,243,"$1,028,611.00",458,"$1,028,611.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,733,740,"$3,254,306.00","1,360","$3,254,306.00",784,823,"$2,546,804.00","1,504","$2,546,804.00",239,281,"$4,696,174.00",524,"$4,689,341.00",285,353,"$6,956,976.00",584,"$6,956,976.00",114,236,"$2,932,182.00",268,"$2,932,182.00"
00119900,FOOTHILL COLLEGE,CA,940224597,Public,387,401,"$1,292,711.00",933,"$1,100,000.00",288,297,"$1,355,031.00",690,"$1,165,977.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,-,-, -,-, -,1,1,"$10,607.00",1,"$10,607.00",588,776,"$12,588,839.00","1,300","$7,695,766.00",-,-, -,-, -,131,164,"$3,457,590.00",252,"$1,574,697.00"
00120100,FULLERTON COLLEGE,CA,928322095,Public,693,711,"$2,095,784.00","1,285","$2,085,284.00",539,555,"$1,997,752.00","1,006","$1,988,351.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00120200,GAVILAN COLLEGE,CA,950209599,Public,11,11,"$31,599.00",20,"$31,599.00",3,3,"$12,000.00",5,"$12,000.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00120300,GLENDALE COMMUNITY COLLEGE,CA,912082894,Public,298,308,"$1,106,518.00",521,"$1,106,518.00",163,179,"$718,616.00",298,"$718,616.00",-,-, -,-, -,3,3,"$19,725.00",5,"$19,725.00",-,-, -,-, -
00120500,GOLDEN GATE UNIVERSITY,CA,941052967,Private-Nonprofit,129,163,"$702,009.00",284,"$702,009.00",131,167,"$995,346.00",286,"$995,346.00",697,818,"$14,796,630.00","1,479","$14,231,996.00",-,-, -,-, -,326,421,"$12,514,574.00",911,"$10,360,364.00"
00120600,GOLDEN WEST COLLEGE,CA,926472748,Public,270,310,"$891,751.00",413,"$891,751.00",196,230,"$760,769.00",309,"$760,769.00",-,-, -,-, -,4,4,"$47,471.00",7,"$47,471.00",-,-, -,-, -
00120700,GRADUATE THEOLOGICAL UNION,CA,947091212,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,51,53,"$806,832.00",95,"$806,832.00",-,-, -,-, -,15,19,"$258,739.00",30,"$258,739.00"
00120800,GROSSMONT COLLEGE,CA,920201799,Public,303,303,"$963,478.00",600,"$954,278.00",170,170,"$670,976.00",327,"$666,976.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00121200,HUMPHREYS UNIVERSITY,CA,952073896,Private-Nonprofit,237,343,"$1,074,888.00","1,407","$985,895.00",239,346,"$1,446,996.00","1,401","$1,316,708.00",135,181,"$2,486,791.00",774,"$2,332,407.00",18,25,"$242,874.00",102,"$222,814.00",6,7,"$109,288.00",31,"$106,923.00"
00121500,LA SIERRA UNIVERSITY,CA,925153332,Private-Nonprofit,"1,100","1,235","$4,631,299.00","3,142","$4,553,320.00","1,091","1,233","$3,963,105.00","3,129","$3,908,106.00",212,298,"$3,948,668.00",521,"$2,956,809.00",343,439,"$4,763,927.00","1,068","$4,732,365.00",78,131,"$1,125,118.00",215,"$823,002.00"
00121600,UNIVERSITY OF LA VERNE,CA,917504443,Private-Nonprofit,"3,332","3,711","$14,408,834.00","7,074","$14,064,632.00","3,140","3,380","$13,977,740.00","6,429","$13,556,173.00","1,945","2,114","$33,907,126.00","4,604","$32,957,398.00",623,662,"$11,450,880.00","1,200","$11,315,586.00",438,601,"$10,466,204.00","1,053","$10,396,565.00"
00121700,LASSEN COLLEGE,CA,961303000,Public,50,50,"$154,819.00",184,"$154,819.00",41,41,"$149,252.00",150,"$149,252.00",-,-, -,-, -,5,5,"$43,829.00",16,"$43,829.00",-,-, -,-, -
00121800,LOMA LINDA UNIVERSITY,CA,923500001,Private-Nonprofit,694,779,"$3,617,769.00","1,812","$3,283,154.00",746,874,"$4,301,450.00","2,042","$3,853,991.00","1,861","2,390","$70,693,369.00","4,652","$58,307,438.00",81,100,"$2,167,011.00",268,"$2,081,407.00","1,453","2,072","$59,477,324.00","4,003","$50,167,220.00"
00121900,LONG BEACH CITY COLLEGE,CA,908081780,Public,352,359,"$1,237,981.00",665,"$1,237,981.00",326,341,"$1,374,101.00",629,"$1,374,101.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00122000,MASTER'S UNIVERSITY AND SEMINARY (THE),CA,913211200,Private-Nonprofit,562,564,"$2,367,060.00","1,171","$2,367,060.00",546,547,"$1,896,306.00","1,128","$1,896,306.00",67,67,"$903,730.00",126,"$881,276.00",94,94,"$1,567,350.00",169,"$1,567,350.00",-,-, -,-, -
00122300,LOS ANGELES CITY COLLEGE,CA,900293588,Public,479,489,"$1,800,325.00",936,"$1,732,888.00",539,570,"$2,772,806.00","1,084","$2,653,995.00",-,-, -,-, -,3,3,"$27,150.00",5,"$24,075.00",-,-, -,-, -
00122400,LOS ANGELES HARBOR COLLEGE,CA,907442397,Public,59,59,"$173,375.00",112,"$173,375.00",57,58,"$210,692.00",112,"$210,692.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00122600,LOS ANGELES PIERCE COLLEGE,CA,913710001,Public,607,642,"$2,316,691.00","1,249","$2,308,691.00",604,644,"$2,932,253.00","1,232","$2,918,037.00",-,-, -,-, -,4,5,"$38,250.00",10,"$38,250.00",-,-, -,-, -
00122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,900154181,Public,275,277,"$1,007,108.00",518,"$943,558.00",254,267,"$1,258,332.00",498,"$1,176,332.00",-,-, -,-, -,1,1,"$5,082.00",2,"$5,082.00",-,-, -,-, -
00122800,LOS ANGELES VALLEY COLLEGE,CA,914014096,Public,308,322,"$1,017,039.00",627,"$1,006,539.00",288,302,"$1,261,937.00",582,"$1,245,787.00",-,-, -,-, -,1,1,"$4,500.00",2,"$4,500.00",-,-, -,-, -
00122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,906044051,Private-Nonprofit,117,155,"$390,336.00",196,"$386,372.00",133,196,"$671,073.00",263,"$666,879.00",532,926,"$19,599,089.00","1,348","$19,572,339.00",5,6,"$72,368.00",12,"$72,368.00",316,602,"$5,455,565.00",778,"$5,441,001.00"
00123000,MARSHALL B. KETCHUM UNIVERSITY,CA,928311699,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,446,618,"$22,308,114.00","1,458","$16,120,266.00",-,-, -,-, -,323,552,"$12,116,560.00","1,154","$8,472,155.00"
00123200,AMERICAN RIVER COLLEGE,CA,958414286,Public,"1,043","1,078","$3,277,916.00","1,890","$3,277,916.00",955,"1,002","$4,145,831.00","1,727","$4,145,831.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00123300,SACRAMENTO CITY COLLEGE,CA,958221386,Public,911,937,"$2,949,816.00","1,676","$2,941,816.00",843,889,"$3,762,698.00","1,573","$3,738,761.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00123600,MENLO COLLEGE,CA,940274301,Private-Nonprofit,346,346,"$1,451,037.00",642,"$1,450,037.00",354,355,"$1,102,341.00",662,"$1,098,591.00",-,-, -,-, -,105,109,"$2,333,901.00",212,"$2,333,901.00",-,-, -,-, -
00123800,MILLS COLLEGE,CA,946131301,Private-Nonprofit,469,489,"$2,010,810.00",893,"$1,959,947.00",423,444,"$1,669,116.00",810,"$1,622,616.00",269,292,"$4,920,644.00",501,"$4,785,530.00",78,91,"$1,435,788.00",157,"$1,408,273.00",93,140,"$1,561,696.00",205,"$1,555,699.00"
00123900,MIRACOSTA COLLEGE,CA,920563899,Public,328,352,"$1,104,894.00","1,592","$1,104,894.00",284,342,"$1,295,588.00","1,560","$1,295,588.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00124200,MONTEREY PENINSULA COLLEGE,CA,939404799,Public,129,129,"$429,337.00",407,"$429,337.00",122,122,"$465,844.00",392,"$465,844.00",-,-, -,-, -,11,11,"$155,000.00",38,"$155,000.00",-,-, -,-, -
00124300,MOUNT SAINT MARY'S UNIVERSITY,CA,900491599,Private-Nonprofit,"1,874","1,932","$7,857,908.00","3,635","$7,636,798.00","1,790","1,919","$7,307,289.00","3,645","$7,054,842.00",461,498,"$8,640,800.00","1,157","$8,516,231.00",605,730,"$8,958,018.00","1,283","$8,923,563.00",165,235,"$4,482,924.00",400,"$4,478,624.00"
00124500,MOUNT SAN ANTONIO COLLEGE,CA,917891399,Public,192,192,"$685,224.00",621,"$645,720.00",118,118,"$380,313.00",361,"$355,139.00",-,-, -,-, -,7,7,"$84,152.00",20,"$63,062.00",-,-, -,-, -
00124700,NAPA VALLEY COLLEGE,CA,945586236,Public,49,49,"$155,585.00",93,"$155,585.00",48,48,"$187,649.00",91,"$187,649.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00124900,OCCIDENTAL COLLEGE,CA,900413314,Private-Nonprofit,750,754,"$3,222,893.00","1,446","$3,220,143.00",710,717,"$2,247,325.00","1,379","$2,247,325.00",-,-, -,-, -,145,158,"$3,719,365.00",291,"$3,719,365.00",-,-, -,-, -
00125000,ORANGE COAST COLLEGE,CA,926285005,Public,426,459,"$1,379,125.00",642,"$1,379,125.00",320,362,"$1,316,998.00",503,"$1,316,998.00",-,-, -,-, -,17,17,"$227,388.00",30,"$227,388.00",-,-, -,-, -
00125100,OTIS COLLEGE OF ART AND DESIGN,CA,900453505,Private-Nonprofit,490,496,"$2,191,735.00",938,"$2,191,735.00",478,489,"$1,673,797.00",922,"$1,673,797.00",37,40,"$665,061.00",66,"$665,061.00",254,261,"$6,098,621.00",490,"$6,098,621.00",22,24,"$473,799.00",44,"$473,799.00"
00125200,HOPE INTERNATIONAL UNIVERSITY,CA,928313104,Private-Nonprofit,430,476,"$1,913,686.00",476,"$1,100,783.00",415,444,"$1,651,393.00",444,"$961,741.00",249,292,"$4,862,094.00",374,"$3,059,312.00",73,74,"$942,287.00",74,"$493,460.00",10,11,"$169,812.00",13,"$114,236.00"
00125300,FRESNO PACIFIC UNIVERSITY,CA,937024798,Private-Nonprofit,"2,565","2,709","$11,227,080.00","4,362","$11,009,569.00","2,293","2,469","$11,982,231.00","3,977","$11,657,752.00",634,705,"$10,206,110.00","1,343","$9,991,716.00",106,115,"$1,198,479.00",203,"$1,198,479.00",57,67,"$661,733.00",124,"$648,921.00"
00125500,PACIFIC OAKS COLLEGE,CA,911033606,Private-Nonprofit,538,679,"$2,911,563.00","1,684","$2,724,865.00",513,646,"$3,563,810.00","1,608","$3,317,012.00",645,825,"$14,148,021.00","1,972","$13,501,634.00",-,-, -,-, -,115,135,"$1,767,437.00",307,"$1,694,125.00"
00125600,PACIFIC SCHOOL OF RELIGION,CA,947091323,Private-Nonprofit,-,-, -,-, -,4,4,"$37,500.00",6,"$37,500.00",39,42,"$718,460.00",70,"$673,760.00",-,-, -,-, -,9,10,"$226,778.00",17,"$198,859.00"
00125800,PACIFIC UNION COLLEGE,CA,945089797,Private-Nonprofit,643,644,"$2,649,377.00","1,669","$2,646,627.00",724,724,"$3,230,151.00","1,885","$3,226,651.00",3,3,"$47,834.00",7,"$47,834.00",114,114,"$1,615,444.00",313,"$1,615,444.00",1,1,"$30,588.00",3,"$30,588.00"
00126000,PALOMAR COLLEGE,CA,920691486,Public,199,205,"$672,483.00",386,"$668,983.00",37,39,"$161,313.00",76,"$161,313.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00126100,PASADENA CITY COLLEGE,CA,911062003,Public,175,180,"$634,573.00",350,"$634,573.00",165,180,"$696,158.00",351,"$696,158.00",-,-, -,-, -,2,2,"$15,345.00",4,"$15,345.00",-,-, -,-, -
00126200,POINT LOMA NAZARENE UNIVERSITY,CA,921062899,Private-Nonprofit,"1,629","1,877","$7,795,377.00","3,285","$7,795,377.00","1,683","1,897","$6,898,620.00","3,315","$6,898,620.00",944,"1,668","$17,576,211.00","2,304","$17,565,961.00",436,514,"$9,580,636.00",884,"$9,580,636.00",41,52,"$470,938.00",75,"$470,938.00"
00126600,LANEY COLLEGE,CA,946074893,Public,132,143,"$482,318.00",340,"$385,469.00",110,124,"$529,922.00",295,"$407,195.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00126700,MERRITT COLLEGE,CA,946193196,Public,67,68,"$236,550.00",234,"$225,800.00",55,57,"$249,981.00",191,"$232,880.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00126900,RIO HONDO COMMUNITY COLLEGE,CA,906011699,Public,56,56,"$171,475.00",177,"$171,475.00",48,48,"$205,397.00",145,"$205,397.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00127000,RIVERSIDE CITY COLLEGE,CA,925061299,Public,352,352,"$1,073,648.00",632,"$1,067,023.00",293,293,"$1,094,182.00",526,"$1,085,057.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00127300,SAN DIEGO CITY COLLEGE,CA,921014787,Public,316,369,"$1,007,105.00",704,"$960,755.00",26,26,"$116,503.00",50,"$110,550.00",-,-, -,-, -,1,1,"$6,000.00",1,"$3,000.00",-,-, -,-, -
00127500,SAN DIEGO MESA COLLEGE,CA,921114996,Public,212,218,"$724,704.00",423,"$712,384.00",21,24,"$93,582.00",48,"$93,582.00",-,-, -,-, -,16,17,"$191,724.00",31,"$184,903.00",-,-, -,-, -
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,941026011,Private-Nonprofit,94,94,"$403,206.00",184,"$403,206.00",86,86,"$253,302.00",168,"$253,302.00",70,70,"$1,341,432.00",138,"$1,337,932.00",57,58,"$1,481,358.00",111,"$1,481,358.00",48,48,"$850,538.00",94,"$850,538.00"
